numerical__MSSubClass,numerical__LotFrontage,numerical__LotArea,numerical__OverallQual,numerical__OverallCond,numerical__YearBuilt,numerical__YearRemodAdd,numerical__MasVnrArea,numerical__BsmtFinSF1,numerical__BsmtFinSF2,numerical__BsmtUnfSF,numerical__TotalBsmtSF,numerical__1stFlrSF,numerical__2ndFlrSF,numerical__LowQualFinSF,numerical__GrLivArea,numerical__BsmtFullBath,numerical__BsmtHalfBath,numerical__FullBath,numerical__HalfBath,numerical__BedroomAbvGr,numerical__KitchenAbvGr,numerical__TotRmsAbvGrd,numerical__Fireplaces,numerical__GarageYrBlt,numerical__GarageCars,numerical__GarageArea,numerical__WoodDeckSF,numerical__OpenPorchSF,numerical__EnclosedPorch,numerical__3SsnPorch,numerical__ScreenPorch,numerical__MoSold,numerical__YrSold,categorical__MSZoning,categorical__Street,categorical__LotShape,categorical__LandContour,categorical__Utilities,categorical__LotConfig,categorical__LandSlope,categorical__Neighborhood,categorical__Condition1,categorical__Condition2,categorical__BldgType,categorical__HouseStyle,categorical__RoofStyle,categorical__RoofMatl,categorical__Exterior1st,categorical__Exterior2nd,categorical__MasVnrType,categorical__ExterQual,categorical__ExterCond,categorical__Foundation,categorical__BsmtQual,categorical__BsmtCond,categorical__BsmtExposure,categorical__BsmtFinType1,categorical__BsmtFinType2,categorical__Heating,categorical__HeatingQC,categorical__CentralAir,categorical__Electrical,categorical__KitchenQual,categorical__Functional,categorical__GarageType,categorical__GarageFinish,categorical__GarageQual,categorical__GarageCond,categorical__PavedDrive,categorical__SaleType,categorical__SaleCondition
20.0,80.0,11040.0,6.0,7.0,1971.0,2004.0,144.0,656.0,0.0,602.0,1258.0,1258.0,0.0,0.0,1258.0,0.0,1.0,2.0,0.0,3.0,1.0,5.0,0.0,1971.0,2.0,528.0,55.0,0.0,0.0,216.0,0.0,10.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,COD,Abnorml
20.0,70.34384858044164,6173.0,5.0,6.0,1967.0,1967.0,75.0,599.0,0.0,277.0,876.0,902.0,0.0,0.0,902.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1967.0,1.0,288.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
20.0,63.0,13072.0,6.0,5.0,2004.0,2004.0,0.0,941.0,0.0,217.0,1158.0,1158.0,0.0,0.0,1158.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,0.0,2006.0,2.0,576.0,0.0,50.0,0.0,0.0,0.0,5.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,New,Partial
30.0,80.0,13360.0,5.0,7.0,1921.0,2006.0,0.0,713.0,0.0,163.0,876.0,964.0,0.0,0.0,964.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1921.0,2.0,432.0,0.0,0.0,44.0,0.0,0.0,8.0,2009.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,70.34384858044164,18450.0,6.0,5.0,1965.0,1979.0,113.0,187.0,723.0,111.0,1021.0,1465.0,915.0,0.0,2380.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1965.0,2.0,596.0,0.0,265.0,0.0,0.0,0.0,8.0,2007.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,TA,Gd,CBlock,Gd,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,TA,Sev,CarPort,Unf,TA,TA,Y,WD,Abnorml
20.0,64.0,7314.0,7.0,5.0,2007.0,2007.0,82.0,724.0,0.0,508.0,1232.0,1232.0,0.0,0.0,1232.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,2007.0,2.0,632.0,132.0,0.0,0.0,0.0,0.0,2.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
20.0,60.0,7180.0,5.0,7.0,1972.0,1972.0,0.0,390.0,0.0,474.0,864.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,5.0,0.0,1989.0,1.0,352.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,82.0,11287.0,7.0,6.0,1989.0,1989.0,340.0,421.0,0.0,386.0,807.0,1175.0,807.0,0.0,1982.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1989.0,2.0,575.0,0.0,84.0,0.0,196.0,0.0,1.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
60.0,78.0,12011.0,8.0,5.0,1998.0,1998.0,530.0,956.0,0.0,130.0,1086.0,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1998.0,2.0,592.0,208.0,75.0,0.0,0.0,374.0,6.0,2006.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
70.0,53.0,10918.0,7.0,9.0,1926.0,2004.0,0.0,0.0,0.0,1276.0,1276.0,1276.0,804.0,0.0,2080.0,0.0,0.0,1.0,1.0,3.0,1.0,9.0,2.0,1926.0,1.0,282.0,0.0,0.0,0.0,0.0,145.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,MetalSd,MetalSd,None,Gd,TA,BrkTil,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,62.0,7917.0,6.0,5.0,1999.0,2000.0,0.0,0.0,0.0,953.0,953.0,953.0,694.0,0.0,1647.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,1999.0,2.0,460.0,0.0,40.0,0.0,0.0,0.0,8.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
120.0,50.0,8012.0,6.0,5.0,1993.0,1994.0,0.0,165.0,841.0,598.0,1604.0,1617.0,0.0,0.0,1617.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1993.0,2.0,533.0,0.0,69.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
20.0,60.0,9060.0,5.0,6.0,1957.0,2006.0,98.0,0.0,0.0,0.0,0.0,1340.0,0.0,0.0,1340.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,1.0,1957.0,1.0,252.0,116.0,0.0,0.0,180.0,0.0,6.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
20.0,83.0,10159.0,9.0,5.0,2009.0,2010.0,450.0,1646.0,0.0,284.0,1930.0,1940.0,0.0,0.0,1940.0,1.0,0.0,2.0,1.0,3.0,1.0,8.0,1.0,2010.0,3.0,606.0,168.0,95.0,0.0,0.0,0.0,4.0,2010.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial
50.0,75.0,9525.0,6.0,4.0,1954.0,1972.0,0.0,444.0,0.0,550.0,994.0,1216.0,639.0,0.0,1855.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,0.0,1954.0,1.0,325.0,182.0,0.0,0.0,0.0,0.0,10.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
85.0,70.34384858044164,9180.0,5.0,7.0,1983.0,1983.0,0.0,747.0,93.0,0.0,840.0,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1983.0,2.0,504.0,240.0,0.0,0.0,0.0,0.0,12.0,2007.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,Gd,Y,WD,Normal
160.0,36.0,2628.0,7.0,5.0,2003.0,2003.0,106.0,0.0,0.0,764.0,764.0,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,2003.0,2.0,474.0,0.0,27.0,0.0,0.0,0.0,6.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Y,WD,Normal
50.0,50.0,3500.0,5.0,7.0,1947.0,1950.0,0.0,312.0,0.0,408.0,720.0,720.0,564.0,0.0,1284.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,1948.0,1.0,240.0,0.0,35.0,0.0,0.0,0.0,4.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
60.0,70.34384858044164,11250.0,8.0,5.0,2002.0,2002.0,0.0,0.0,0.0,1128.0,1128.0,1149.0,1141.0,0.0,2290.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,1.0,2002.0,2.0,779.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
90.0,110.0,8472.0,5.0,5.0,1963.0,1963.0,0.0,104.0,712.0,0.0,816.0,816.0,0.0,0.0,816.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1963.0,2.0,516.0,106.0,0.0,0.0,0.0,0.0,5.0,2010.0,RM,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,TA,Typ,CarPort,Unf,TA,TA,Y,WD,Normal
50.0,70.34384858044164,13837.0,7.0,5.0,1988.0,1988.0,178.0,1002.0,202.0,0.0,1204.0,1377.0,806.0,0.0,2183.0,0.0,0.0,2.0,1.0,4.0,1.0,9.0,0.0,1988.0,3.0,786.0,0.0,0.0,0.0,0.0,0.0,2.0,2006.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Gd,Gd,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
50.0,98.0,8820.0,5.0,6.0,1890.0,1996.0,0.0,1088.0,0.0,0.0,1088.0,1188.0,561.0,120.0,1869.0,0.0,0.0,1.0,0.0,2.0,1.0,7.0,0.0,1963.0,2.0,456.0,48.0,0.0,244.0,0.0,0.0,9.0,2009.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
75.0,53.0,7128.0,7.0,5.0,1941.0,1950.0,0.0,364.0,0.0,554.0,918.0,918.0,728.0,0.0,1646.0,0.0,0.0,2.0,0.0,4.0,1.0,7.0,2.0,1941.0,1.0,240.0,0.0,0.0,0.0,0.0,126.0,8.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
20.0,88.0,10994.0,8.0,5.0,2005.0,2006.0,366.0,976.0,0.0,868.0,1844.0,1844.0,0.0,0.0,1844.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,2005.0,2.0,620.0,165.0,44.0,0.0,0.0,0.0,9.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,COD,Abnorml
20.0,89.0,10991.0,8.0,5.0,2007.0,2007.0,80.0,0.0,0.0,1571.0,1571.0,1571.0,0.0,0.0,1571.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2007.0,3.0,722.0,100.0,36.0,0.0,0.0,0.0,12.0,2007.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,New,Partial
50.0,63.0,11426.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,1362.0,1362.0,1362.0,720.0,0.0,2082.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2003.0,2.0,484.0,280.0,238.0,0.0,0.0,0.0,6.0,2008.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Mod,Detchd,Unf,TA,TA,N,WD,Normal
90.0,82.0,11070.0,7.0,5.0,1988.0,1989.0,70.0,0.0,0.0,1907.0,1907.0,1959.0,0.0,0.0,1959.0,0.0,0.0,3.0,0.0,5.0,2.0,9.0,0.0,1989.0,3.0,766.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,2Types,Unf,TA,TA,Y,WD,Family
60.0,93.0,11999.0,8.0,5.0,2003.0,2004.0,340.0,0.0,0.0,1181.0,1181.0,1234.0,1140.0,0.0,2374.0,0.0,0.0,2.0,1.0,4.0,1.0,10.0,1.0,2003.0,3.0,656.0,104.0,100.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
60.0,100.0,13000.0,6.0,6.0,1968.0,1968.0,576.0,448.0,0.0,448.0,896.0,1182.0,960.0,0.0,2142.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,1968.0,1.0,509.0,0.0,72.0,0.0,0.0,252.0,6.0,2009.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
160.0,30.0,3180.0,7.0,5.0,2005.0,2005.0,0.0,0.0,0.0,600.0,600.0,520.0,600.0,80.0,1200.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,2005.0,2.0,480.0,0.0,166.0,0.0,0.0,0.0,4.0,2006.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD,Abnorml
60.0,75.0,9375.0,8.0,5.0,2003.0,2004.0,768.0,0.0,0.0,1053.0,1053.0,1053.0,939.0,0.0,1992.0,0.0,0.0,2.0,1.0,3.0,1.0,9.0,1.0,2003.0,2.0,648.0,140.0,45.0,0.0,0.0,0.0,8.0,2008.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
60.0,70.34384858044164,11000.0,8.0,5.0,2000.0,2000.0,72.0,0.0,0.0,969.0,969.0,997.0,1288.0,0.0,2285.0,0.0,0.0,2.0,1.0,4.0,1.0,8.0,1.0,2000.0,3.0,648.0,0.0,56.0,0.0,0.0,0.0,6.0,2007.0,RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
20.0,70.34384858044164,115149.0,7.0,5.0,1971.0,2002.0,351.0,1219.0,0.0,424.0,1643.0,1824.0,0.0,0.0,1824.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,2.0,1971.0,2.0,739.0,380.0,48.0,0.0,0.0,0.0,6.0,2007.0,RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,Stone,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
20.0,98.0,16033.0,9.0,5.0,2004.0,2005.0,378.0,1261.0,0.0,572.0,1833.0,1850.0,0.0,0.0,1850.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,2004.0,3.0,772.0,519.0,112.0,0.0,0.0,0.0,3.0,2006.0,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
190.0,62.0,10106.0,5.0,7.0,1940.0,1999.0,0.0,351.0,181.0,112.0,644.0,808.0,547.0,0.0,1355.0,1.0,0.0,2.0,0.0,4.0,2.0,6.0,0.0,1978.6621376811595,0.0,0.0,140.0,0.0,0.0,0.0,0.0,9.0,2008.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,TA,TA,No,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
60.0,72.0,11317.0,7.0,5.0,2003.0,2003.0,101.0,0.0,0.0,840.0,840.0,840.0,828.0,0.0,1668.0,0.0,0.0,2.0,1.0,3.0,1.0,8.0,0.0,2003.0,2.0,500.0,144.0,68.0,0.0,0.0,0.0,9.0,2007.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
50.0,70.34384858044164,7920.0,6.0,7.0,1920.0,1950.0,0.0,0.0,0.0,319.0,319.0,1035.0,371.0,0.0,1406.0,0.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1978.6621376811595,0.0,0.0,0.0,144.0,0.0,0.0,0.0,3.0,2008.0,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,FuseA,Fa,Typ,Attchd,Unf,TA,TA,N,WD,Normal
20.0,137.0,16492.0,6.0,6.0,1966.0,2002.0,0.0,247.0,713.0,557.0,1517.0,1888.0,0.0,0.0,1888.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,1.0,1966.0,2.0,578.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,Gd,Mod,Attchd,Fin,TA,TA,Y,WD,Normal
120.0,40.0,4671.0,8.0,5.0,1988.0,1989.0,0.0,767.0,0.0,461.0,1228.0,1228.0,0.0,0.0,1228.0,1.0,0.0,2.0,0.0,2.0,1.0,5.0,1.0,1988.0,2.0,472.0,168.0,120.0,0.0,0.0,0.0,10.0,2008.0,RL,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
60.0,59.0,9042.0,6.0,5.0,1998.0,1998.0,0.0,828.0,0.0,115.0,943.0,943.0,695.0,0.0,1638.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,2.0,1998.0,2.0,472.0,100.0,38.0,0.0,0.0,0.0,7.0,2008.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,73.0,10921.0,4.0,5.0,1965.0,1965.0,48.0,520.0,0.0,440.0,960.0,960.0,0.0,0.0,960.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1965.0,1.0,432.0,120.0,0.0,0.0,0.0,0.0,5.0,2007.0,RL,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseF,TA,Typ,Attchd,Fin,TA,TA,P,WD,Normal
20.0,86.0,13286.0,9.0,5.0,2007.0,2008.0,340.0,1234.0,0.0,464.0,1698.0,1698.0,0.0,0.0,1698.0,1.0,0.0,2.0,0.0,3.0,1.0,8.0,1.0,2007.0,3.0,768.0,327.0,64.0,0.0,0.0,0.0,2.0,2009.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
20.0,80.0,9920.0,5.0,5.0,1954.0,1954.0,110.0,354.0,290.0,412.0,1056.0,1063.0,0.0,0.0,1063.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1954.0,1.0,280.0,0.0,0.0,164.0,0.0,0.0,2.0,2010.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
